"Orden de Satélite","Num OS","Estado","Satélite Procesos","Valor Unitario","Cantidad","Producto","SubTotal","Orden de Produccion","Proveedor","Orden Satélite PDF","Fecha Entrega a Satélite","Fecha Promesa a Molt","Ficha Técnica Producto","Orden de Producción Det","Creado por","Cliente","Id.","Costeo","Costeos Detalles"
"OS-0019706-6328-2-CAMISA MANGA CORTA",19706,"Finalizado","Bordado",2400.0,25,"CAMISA MANGA CORTA",60000.0,"OP-NUTRESA 0006328","SEIIBA  SAS","","30/10/2025","05/11/2025","102165 FT. CAMISA GRIS MANGA CORTA ADMINISTRADOR LEÑOS Y CARBÓN GRUPO ACO HOMBRE.pdf","6328-2-CAMISA MANGA CORTA","Cristian Esguerra","NUTRESA","74602809","COS-0011891 (Costeo)",""
"OS-0019705-6286-27-Pantalón dotación",19705,"Finalizado","Bordado",700.0,24,"Pantalón dotación",16800.0,"OP-NUTRESA 0006286","SEIIBA  SAS","","30/10/2025","04/11/2025","108092 FT. PANTALÓN DRIL BEIGE RESORTADO OPERARIO ACO HOMBRE (2).pdf","6286-27-Pantalón dotación","Cristian Esguerra","NUTRESA","74602330","COS-0011763 (Costeo)",""
"OS-0019704-6286-30-Chaqueta Cuarto Frío",19704,"Finalizado","Bordado",1400.0,19,"Chaqueta Cuarto Frío",26600.0,"OP-NUTRESA 0006286","SEIIBA  SAS","","30/10/2025","04/11/2025","106156 FT. CHAQUETA CUARTO FRÍO PRE CAVA BLANCO ACO NUTRESA UNISEX (3).pdf","6286-30-Chaqueta Cuarto Frío","Cristian Esguerra","NUTRESA","74601797","COS-0011763 (Costeo)",""
"OS-0019703-6286-29-Chaqueta Cuarto Frío",19703,"Finalizado","Bordado",1400.0,25,"Chaqueta Cuarto Frío",35000.0,"OP-NUTRESA 0006286","SEIIBA  SAS","","30/10/2025","04/11/2025","106154 FT. CHAQUETA CUARTO FRÍO PRE CAVA BLANCO VERDE ACO NUTRESA UNISEX (2).pdf","6286-29-Chaqueta Cuarto Frío","Cristian Esguerra","NUTRESA","74601622","COS-0011763 (Costeo)",""
"OS-0019702-6286-9-Chaqueta Cuarto Frío",19702,"Finalizado","Bordado",1400.0,12,"Chaqueta Cuarto Frío",16800.0,"OP-NUTRESA 0006286","SEIIBA  SAS","","30/10/2025","04/11/2025","106155 FT. CHAQUETA CUARTO FRÍO PRE CAVA BLANCO ROJO ACO NUTRESA UNISEX (4).pdf","6286-9-Chaqueta Cuarto Frío","Cristian Esguerra","NUTRESA","74601518","COS-0011763 (Costeo)",""
"OS-0019701-6286-23-Camiseta Dril",19701,"Finalizado","Bordado|Bordado",1400.0,23,"Camiseta Dril",48300.0,"OP-NUTRESA 0006286","SEIIBA  SAS","","30/10/2025","04/11/2025","103193 FT. POLO DRIL BEIGE OPERARIO PRODUCCIÓN ACO HOMBRE (1).pdf","6286-23-Camiseta Dril","Cristian Esguerra","NUTRESA","74600714","COS-0011763 (Costeo)",""
"OS-0019700-6286-4-Bata quirúrgica",19700,"Finalizado","Bordado|Bordado",700.0,33,"Bata quirúrgica",69300.0,"OP-NUTRESA 0006286","SEIIBA  SAS","","30/10/2025","04/11/2025","107039 FT. BATA BLANCO ANTIFLUIDO HORNEADOS QCC ACO UNISEX (3).pdf","6286-4-Bata quirúrgica","Cristian Esguerra","NUTRESA","74600086","COS-0011763 (Costeo)",""
"OS-0019699-6297-22-Pantalón dotación",19699,"En Proceso","Confección",10500.0,57,"Pantalón dotación",598500.0,"OP-TALMA COLOMBIA 0006297","SOL MIREYA NEIRA ACEVEDO","","04/11/2025","14/11/2025","208052 FT. PANTALÓN CALLE AZUL OSCURO TALMA DAMA 05 MAR 2024.pdf","6297-22-Pantalón dotación","Cristian Esguerra","TALMA COLOMBIA","74548006","COS-0011808 (Costeo)",""
"OS-0019698-6297-22-Pantalón dotación",19698,"En Proceso","Confección",10000.0,68,"Pantalón dotación",680000.0,"OP-TALMA COLOMBIA 0006297","GLADIS BELTRAN FORERO","","30/10/2025","12/11/2025","208052 FT. PANTALÓN CALLE AZUL OSCURO TALMA DAMA 05 MAR 2024.pdf","6297-22-Pantalón dotación","Cristian Esguerra","TALMA COLOMBIA","74547870","COS-0011808 (Costeo)",""
"OS-0019697-6286-33-Cofia",19697,"En Proceso","Confección",2500.0,115,"Cofia",287500.0,"OP-NUTRESA 0006286","MARIA PAULINA RUIZ MARTINEZ","","30/10/2025","20/11/2025","313035 FT. GORRO TIPO MONJA BLANCO ROJO ACO UNISEX (1).pdf","6286-33-Cofia","Carolina Gonzalez","NUTRESA","74545128","COS-0011763 (Costeo)",""
"OS-0019696-6286-32-Cofia",19696,"En Proceso","Confección",2500.0,78,"Cofia",195000.0,"OP-NUTRESA 0006286","MARIA PAULINA RUIZ MARTINEZ","","30/10/2025","20/11/2025","313034 FT. GORRO TIPO MONJA BLANCO VERDE ACO UNISEX (2).pdf","6286-32-Cofia","Carolina Gonzalez","NUTRESA","74545098","COS-0011763 (Costeo)",""
"OS-0019695-6286-31-Cofia",19695,"En Proceso","Confección",2500.0,23,"Cofia",57500.0,"OP-NUTRESA 0006286","MARIA PAULINA RUIZ MARTINEZ","","30/10/2025","20/11/2025","313036 FT. GORRO TIPO MONJA BLANCO ACO UNISEX (4).pdf","6286-31-Cofia","Carolina Gonzalez","NUTRESA","74545027","COS-0011763 (Costeo)",""
"OS-0019694-6299-1-chaqueta  antifluido",19694,"En Proceso","Estampado",2500.0,6,"chaqueta  antifluido",15000.0,"OP-INCHCAPE COLOMBIA 0006299","SEIIO","","30/10/2025","04/11/2025","106196 FT. CHAQUETA AZUL TURQUESA INCHCAPE HOMBRE.pdf","6299-1-chaqueta  antifluido","Cristian Esguerra","INCHCAPE COLOMBIA","74543386","COS-0011744 (Costeo)",""
"OS-0019693-6297-17-Conjunto antifluido",19693,"Finalizado","Bordado",900.0,2,"Conjunto antifluido",1800.0,"OP-TALMA COLOMBIA 0006297","SEIIBA  SAS","","30/10/2025","04/11/2025","212030 FT. CONJUNTO SERV GENERALES AZUL OSCURO TALMA DAMA.pdf","6297-17-Conjunto antifluido","Cristian Esguerra","TALMA COLOMBIA","74540574","COS-0011808 (Costeo)",""
"OS-0019692-6286-18-Pantalón  Cuarto Frio",19692,"Finalizado","Bordado",700.0,24,"Pantalón  Cuarto Frio",16800.0,"OP-NUTRESA 0006286","SEIIBA  SAS","","30/10/2025","04/11/2025","108087 FT. PANTALÓN BLANCO GABARDINA AUXILIAR BODEGA SECOS ACO HOMBRE (3).pdf","6286-18-Pantalón  Cuarto Frio","Cristian Esguerra","NUTRESA","74539649","COS-0011763 (Costeo)",""
"OS-0019691-6313-1-Camibuzo",19691,"En Proceso","Confección",8000.0,50,"Camibuzo",400000.0,"OP-Eco Tech Engineering sas 0006313","GLORIA LOZANO","","30/10/2025","05/11/2025","FT. CAMIBUSO GRIS CLARO ECOTECH HOMBRE.pdf","6313-1-Camibuzo","Cristian Esguerra","Eco Tech Engineering sas","74530757","COS-0011844 (Costeo)",""
"OS-0019690-6286-7-Camiseta Dril",19690,"Finalizado","Bordado|Bordado",1400.0,41,"Camiseta Dril",86100.0,"OP-NUTRESA 0006286","SEIIBA  SAS","","29/10/2025","31/10/2025","203137 FT. POLO DRIL BLANCO OPERARIO PRODUCCIÓN ACO DAMA (2).pdf","6286-7-Camiseta Dril","Cristian Esguerra","NUTRESA","74526446","COS-0011763 (Costeo)",""
"OS-0019689-6286-6-Camiseta Dril",19689,"Finalizado","Bordado|Bordado",1400.0,152,"Camiseta Dril",318500.0,"OP-NUTRESA 0006286","SEIIBA  SAS","","29/10/2025","31/10/2025","103176 FT. POLO DRIL BLANCO OPERARIO PRODUCCIÓN ACO HOMBRE (6).pdf","6286-6-Camiseta Dril","Cristian Esguerra","NUTRESA","74523992","COS-0011763 (Costeo)",""
"OS-0019688-6327-4-camisa",19688,"En Proceso","Confección",11500.0,120,"camisa",1380000.0,"OP-NUTRESA 0006327","JESSICA  NATHALIA PRECIADO  PULIDO","","29/10/2025","14/11/2025","202172 FT. BLUSA BLANCA MANGA CORTA ADMINISTRADOR CORRAL TRADICIONAL GRUPO ACO DAMA (2).pdf","6327-4-camisa","Cristian Esguerra","NUTRESA","74520695","COS-0011888 (Costeo)",""
"OS-0019687-6327-1-CAMISA MANGA CORTA",19687,"En Proceso","Confección",14500.0,92,"CAMISA MANGA CORTA",1334000.0,"OP-NUTRESA 0006327","CONFECCIONES INFORMALES-CONFORMA LIMITADA","","29/10/2025","18/11/2025","102158 FT. CAMISA BLANCA MANGA CORTA ADMINISTRADOR CORRAL TRADICIONAL GRUPO ACO HOMBRE (1).pdf","6327-1-CAMISA MANGA CORTA","Cristian Esguerra","NUTRESA","74519734","COS-0011888 (Costeo)",""
"OS-0019686-6327-3-camisa",19686,"En Proceso","Confección",12000.0,174,"camisa",2088000.0,"OP-NUTRESA 0006327","SARA RINCON CASTAÑEDA","","29/10/2025","19/11/2025","202171 FT. BLUSA BLANCA MANGA LARGA ADMINISTRADOR CORRAL TRADICIONAL GRUPO ACO DAMA (1).pdf","6327-3-camisa","Cristian Esguerra","NUTRESA","74518552","COS-0011888 (Costeo)",""
"OS-0019685-6327-2-CAMISA MANGA LARGA",19685,"En Proceso","Confección",12500.0,146,"CAMISA MANGA LARGA",1825000.0,"OP-NUTRESA 0006327","SARA RINCON CASTAÑEDA","","29/10/2025","19/11/2025","102155 FT. CAMISA BLANCA MANGA LARGA ADMINISTRADOR CORRAL TRADICIONAL GRUPO ACO HOMBRE (1).pdf","6327-2-CAMISA MANGA LARGA","Cristian Esguerra","NUTRESA","74518443","COS-0011888 (Costeo)",""
"OS-0019684-6304-3-Pantalón dotación",19684,"En Proceso","Confección",10000.0,4,"Pantalón dotación",40000.0,"OP-Hoteles Decameron 0006304","GLADIS BELTRAN FORERO","","29/10/2025","04/11/2025","No.37 FT. PANTALÓN CALLE CAQUI DECAMERON MULTIVACACIONAL DAMA.pdf","6304-3-Pantalón dotación","Cristian Esguerra","Hoteles Decameron","74517704","COS-0011706 (Costeo)",""
"OS-0019683-6283-14-Pantalón  Materno",19683,"En Proceso","Confección",10000.0,3,"Pantalón  Materno",30000.0,"OP-CLINICOS 0006283","GLADIS BELTRAN FORERO","","29/10/2025","04/11/2025","208091 FT. PANTALÓN MATERNO AZUL OSCURO CLINICOS DAMA.pdf","6283-14-Pantalón  Materno","Cristian Esguerra","CLINICOS","74517493","COS-0011750 (Costeo)",""
"OS-0019682-6098-9-Pantalón dotación",19682,"En Proceso","Confección|Prelavado",9500.0,260,"Pantalón dotación",2730000.0,"OP-CLARO COLOMBIA 0006098","DIANA ARAMINTA ALEJO MORA","","10/11/2025","01/12/2025","FT. JEAN NEGRO CAV Y TIENDA CLARO DAMA.pdf","6098-9-Pantalón dotación","Cristian Esguerra","CLARO COLOMBIA","74516305","COS-0011227 (Costeo)",""
"OS-0019681-6098-9-Pantalón dotación",19681,"En Proceso","Prelavado|Confección",1000.0,600,"Pantalón dotación",6300000.0,"OP-CLARO COLOMBIA 0006098","COELI SAS","","06/11/2025","26/11/2025","FT. JEAN NEGRO CAV Y TIENDA CLARO DAMA.pdf","6098-9-Pantalón dotación","Cristian Esguerra","CLARO COLOMBIA","74515693","COS-0011227 (Costeo)",""
"OS-0019680-6321-3-POLO MANGA CORTA",19680,"En Proceso","Bordado",1200.0,3,"POLO MANGA CORTA",3600.0,"OP-ALBATEQ 0006321","GRUPO EMPRESARIAL AGROTEX  IN SAS - GERSON","","29/10/2025","31/10/2025","103067 _ 203060 FT_ BORDADO POLO MANGA CORTA TEQUENDAMA HOMBRE Y DAMA _1_.pdf","6321-3-POLO MANGA CORTA","Cristian Esguerra","ALBATEQ","74488842","COS-0011878 (Costeo)",""
"OS-0019679-6327-4-camisa",19679,"Finalizado","Bordado",1650.0,120,"camisa",198000.0,"OP-NUTRESA 0006327","SEIIBA  SAS","","29/10/2025","31/10/2025","202172 FT. BLUSA BLANCA MANGA CORTA ADMINISTRADOR CORRAL TRADICIONAL GRUPO ACO DAMA (2).pdf","6327-4-camisa","Cristian Esguerra","NUTRESA","74488095","COS-0011888 (Costeo)",""
"OS-0019678-6327-1-CAMISA MANGA CORTA",19678,"Finalizado","Bordado",1650.0,92,"CAMISA MANGA CORTA",151800.0,"OP-NUTRESA 0006327","SEIIBA  SAS","","29/10/2025","31/10/2025","102158 FT. CAMISA BLANCA MANGA CORTA ADMINISTRADOR CORRAL TRADICIONAL GRUPO ACO HOMBRE (1).pdf","6327-1-CAMISA MANGA CORTA","Cristian Esguerra","NUTRESA","74487571","COS-0011888 (Costeo)",""
"OS-0019677-6327-3-camisa",19677,"Finalizado","Bordado",1650.0,174,"camisa",287100.0,"OP-NUTRESA 0006327","SEIIBA  SAS","","29/10/2025","31/10/2025","202171 FT. BLUSA BLANCA MANGA LARGA ADMINISTRADOR CORRAL TRADICIONAL GRUPO ACO DAMA (1).pdf","6327-3-camisa","Cristian Esguerra","NUTRESA","74487067","COS-0011888 (Costeo)",""
"OS-0019676-6327-2-CAMISA MANGA LARGA",19676,"Finalizado","Bordado",1650.0,146,"CAMISA MANGA LARGA",240900.0,"OP-NUTRESA 0006327","SEIIBA  SAS","","29/10/2025","31/10/2025","102155 FT. CAMISA BLANCA MANGA LARGA ADMINISTRADOR CORRAL TRADICIONAL GRUPO ACO HOMBRE (1).pdf","6327-2-CAMISA MANGA LARGA","Cristian Esguerra","NUTRESA","74486657","COS-0011888 (Costeo)",""
"OS-0019675-6328-19-Gorra seis cascos",19675,"En Proceso","Corte y Confeccion",6200.0,330,"Gorra seis cascos",2046000.0,"OP-NUTRESA 0006328","AMERICANA DE CONFECCIONES Y SERVICIOS SAS","","29/10/2025","17/11/2025","310075 FT. GORRA CAFE NARANJA ADMINISTRADOR LEÑOS Y CARBÓN GRUPO ACO UNISEX (2).pdf","6328-19-Gorra seis cascos","Cristian Esguerra","NUTRESA","74485709","COS-0011891 (Costeo)",""
"OS-0019674-6370-2-Gorra seis cascos",19674,"En Proceso","Bordado",3200.0,58,"Gorra seis cascos",185600.0,"OP-DISMEC 0006370","SEIIBA  SAS","","29/10/2025","31/10/2025","frente-atras.jpg","6370-2-Gorra seis cascos","Cristian Esguerra","DISMEC","74483889","COS-0011980 (Costeo)",""
"OS-0019673-6153-16-CHALECO REFLECTIVO",19673,"En Proceso","Confección",8000.0,35,"CHALECO REFLECTIVO",280000.0,"OP-TALMA COLOMBIA 0006153","ANDERSON LEONARDO MURCIA  BONILLA","","29/10/2025","04/11/2025","105023 FT. CHALECO NARANJA PARQUEADOR TALMA EXBOGOTÁ HOMBRE.pdf","6153-16-CHALECO REFLECTIVO","Cristian Esguerra","TALMA COLOMBIA","74478769","COS-0011343 (Costeo)",""
"OS-0019672-6297-12-CAMISA MANGA LARGA",19672,"En Proceso","Confección",8000.0,131,"CAMISA MANGA LARGA",1048000.0,"OP-TALMA COLOMBIA 0006297","BERLY ROCIO AVILA LOPEZ","","29/10/2025","12/11/2025","102085 FT. CAMISA OVEROL AZUL OSCURO TALMA HOMBRE.pdf","6297-12-CAMISA MANGA LARGA","Cristian Esguerra","TALMA COLOMBIA","74476676","COS-0011808 (Costeo)",""
"OS-0019671-6362-4-CAMISA MANGA LARGA",19671,"En Proceso","Bordado",4000.0,10,"CAMISA MANGA LARGA",40000.0,"OP-DI-MATIC 0006362","SEIIBA  SAS","","28/10/2025","29/10/2025","","6362-4-CAMISA MANGA LARGA","Cristian Esguerra","DI-MATIC","74463263","COS-0011917 (Costeo)",""
"OS-0019670-6362-3-CAMISA MANGA LARGA",19670,"En Proceso","Bordado",4000.0,6,"CAMISA MANGA LARGA",24000.0,"OP-DI-MATIC 0006362","SEIIBA  SAS","","28/10/2025","29/10/2025","","6362-3-CAMISA MANGA LARGA","Cristian Esguerra","DI-MATIC","74463086","COS-0011917 (Costeo)",""
"OS-0019669-6362-2-CAMISA MANGA LARGA",19669,"En Proceso","Bordado",4000.0,8,"CAMISA MANGA LARGA",32000.0,"OP-DI-MATIC 0006362","SEIIBA  SAS","","28/10/2025","29/10/2025","","6362-2-CAMISA MANGA LARGA","Cristian Esguerra","DI-MATIC","74462483","COS-0011917 (Costeo)",""
"OS-0019668-6362-1-CAMISA MANGA LARGA",19668,"En Proceso","Bordado",4000.0,8,"CAMISA MANGA LARGA",32000.0,"OP-DI-MATIC 0006362","SEIIBA  SAS","","28/10/2025","29/10/2025","","6362-1-CAMISA MANGA LARGA","Cristian Esguerra","DI-MATIC","74461728","COS-0011917 (Costeo)",""
"OS-0019667-6297-20-CHAQUETA MICHELIN",19667,"Finalizado","Estampado",1600.0,17,"CHAQUETA MICHELIN",27200.0,"OP-TALMA COLOMBIA 0006297","SEIIO","","28/10/2025","31/10/2025","106106 FT. CHAQUETA AZUL OSCURO TALMA HOMBRE.pdf","6297-20-CHAQUETA MICHELIN","Cristian Esguerra","TALMA COLOMBIA","74458270","COS-0011808 (Costeo)",""
"OS-0019666-6153-1-CHAQUETA MICHELIN",19666,"Finalizado","Estampado",1600.0,17,"CHAQUETA MICHELIN",27200.0,"OP-TALMA COLOMBIA 0006153","SEIIO","","28/10/2025","31/10/2025","106106 FT. CHAQUETA AZUL OSCURO TALMA HOMBRE (4).pdf","6153-1-CHAQUETA MICHELIN","Cristian Esguerra","TALMA COLOMBIA","74457606","COS-0011343 (Costeo)",""
"OS-0019665-6312-1-Chaqueta Cuarto Frio",19665,"En Proceso","Bordado",1400.0,5,"Chaqueta Cuarto Frio",7000.0,"OP-NUTRESA 0006312","SEIIBA  SAS","","28/10/2025","30/10/2025","","6312-1-Chaqueta Cuarto Frio","Cristian Esguerra","NUTRESA","74456467","COS-0011855 (Costeo)",""
"OS-0019664-5913-12-DELANTAL TIPO PETO",19664,"Creado","Confección",3000.0,12,"DELANTAL TIPO PETO",36000.0,"OP-NUTRESA 0005913","","","28/10/2025","29/10/2025","","5913-12-DELANTAL TIPO PETO","Cristian Esguerra","NUTRESA","74453563","COS-0010574 (Costeo)",""
"OS-0019663-6304-14-POLO MANGA CORTA",19663,"Finalizado","Bordado",2400.0,2,"POLO MANGA CORTA",4800.0,"OP-Hoteles Decameron 0006304","SEIIBA  SAS","","28/10/2025","30/10/2025","103171 FT. POLO VERDE MANGA CORTA DECAMERON MULTIVACACIONES HOMBRE (2).pdf","6304-14-POLO MANGA CORTA","Cristian Esguerra","Hoteles Decameron","74411855","COS-0011706 (Costeo)",""
"OS-0019662-6304-13-POLO MANGA CORTA",19662,"Finalizado","Bordado",2400.0,2,"POLO MANGA CORTA",4800.0,"OP-Hoteles Decameron 0006304","SEIIBA  SAS","","28/10/2025","30/10/2025","203133 FT. POLO VERDE MANGA CORTA DECAMERON MULTIVACACIONES DAMA (2).pdf","6304-13-POLO MANGA CORTA","Cristian Esguerra","Hoteles Decameron","74411526","COS-0011706 (Costeo)",""
"OS-0019661-6283-13-PANTALÓN  CALLE  DAMA",19661,"En Proceso","Confección",10000.0,7,"PANTALÓN  CALLE  DAMA",70000.0,"OP-CLINICOS 0006283","GLADIS BELTRAN FORERO","","28/10/2025","31/10/2025","208047 FT. PANTALÓN CALLE AZUL OSCURO DAMA CLINICOS (1).pdf","6283-13-PANTALÓN  CALLE  DAMA","Carolina Gonzalez","CLINICOS","74411340","COS-0011750 (Costeo)",""
"OS-0019660-6304-6-POLO MANGA CORTA",19660,"Finalizado","Bordado",2400.0,2,"POLO MANGA CORTA",4800.0,"OP-Hoteles Decameron 0006304","SEIIBA  SAS","","28/10/2025","30/10/2025","203134 FT. POLO VERDE MANGA LARGA DECAMERON MULTIVACACIONES DAMA (1).pdf","6304-6-POLO MANGA CORTA","Cristian Esguerra","Hoteles Decameron","74411295","COS-0011706 (Costeo)",""
"OS-0019659-6297-21-POLO MANGA CORTA",19659,"En Proceso","Bordado",900.0,14,"POLO MANGA CORTA",12600.0,"OP-TALMA COLOMBIA 0006297","SEIIBA  SAS","","28/10/2025","30/10/2025","103114 FT. POLO MANGA CORTA GRIS JASPE TALMA HOMBRE.pdf","6297-21-POLO MANGA CORTA","Cristian Esguerra","TALMA COLOMBIA","74405482","COS-0011808 (Costeo)",""
"OS-0019658-6327-14-Pantalón dotación",19658,"En Proceso","Confección",10000.0,54,"Pantalón dotación",540000.0,"OP-NUTRESA 0006327","JOSE URIEL RUIZ BUSTOS","","07/11/2025","27/11/2025","108111 FT. PANTALÓN CALLE CAQUI OPERARIO DOMICILIARIO CORRAL TRADICIONAL GRUPO ACO HOMBRE (2).pdf","6327-14-Pantalón dotación","Cristian Esguerra","NUTRESA","74404630","COS-0011888 (Costeo)",""
"OS-0019657-6327-12-PANTALÓN  CALLE  DAMA",19657,"En Proceso","Confección",10000.0,362,"PANTALÓN  CALLE  DAMA",3620000.0,"OP-NUTRESA 0006327","SANDRA GARCIA","","04/11/2025","28/11/2025","208108 FT. PANTALÓN CALLE CAQUI ADMINISTRADOR CORRAL TRADICIONAL GRUPO ACO DAMA.pdf","6327-12-PANTALÓN  CALLE  DAMA","Cristian Esguerra","NUTRESA","74403576","COS-0011888 (Costeo)",""
"OS-0019656-6297-18-Pantalón dotación",19656,"En Proceso","Bordado",1200.0,68,"Pantalón dotación",81600.0,"OP-TALMA COLOMBIA 0006297","SEIIBA  SAS","","28/10/2025","31/10/2025","","6297-18-Pantalón dotación","Cristian Esguerra","TALMA COLOMBIA","74402929","COS-0011808 (Costeo)",""
"OS-0019655-6321-1-POLO MANGA CORTA",19655,"En Proceso","Confección",5000.0,133,"POLO MANGA CORTA",665000.0,"OP-ALBATEQ 0006321","PEDRO JULIO SOTO JARAMILLO","","28/10/2025","06/11/2025","203060 FT. POLO AZUL OSCURO ALBATQ D y C.pdf","6321-1-POLO MANGA CORTA","Cristian Esguerra","ALBATEQ","74401988","COS-0011878 (Costeo)",""
"OS-0019654-6321-1-POLO MANGA CORTA",19654,"Finalizado","Bordado",1050.0,133,"POLO MANGA CORTA",139650.0,"OP-ALBATEQ 0006321","GRUPO EMPRESARIAL AGROTEX  IN SAS - GERSON","","27/10/2025","30/10/2025","203060 FT. POLO AZUL OSCURO ALBATQ D y C.pdf","6321-1-POLO MANGA CORTA","Cristian Esguerra","ALBATEQ","74400175","COS-0011878 (Costeo)",""
"OS-0019653-6327-9-POLO MANGA CORTA",19653,"En Proceso","Confección",4500.0,1420,"POLO MANGA CORTA",6390000.0,"OP-NUTRESA 0006327","MARIANOROCA SAS - CESAR","","28/10/2025","14/11/2025","203168 FT. POLO MANGA CORTA BLANCO OPERARIO CORRAL TRADICIONAL GRUPO ACO DAMA.pdf","6327-9-POLO MANGA CORTA","Cristian Esguerra","NUTRESA","74397005","COS-0011888 (Costeo)",""
"OS-0019652-6327-8-POLO MANGA CORTA",19652,"En Proceso","Confección",4500.0,1306,"POLO MANGA CORTA",5877000.0,"OP-NUTRESA 0006327","COMERCIALIZADORA FLIPPER SPORT SAS","","28/10/2025","17/11/2025","103217 FT. POLO MANGA CORTA BLANCO OPERARIO CORRAL TRADICIONAL GRUPO ACO HOMBRE.pdf","6327-8-POLO MANGA CORTA","Cristian Esguerra","NUTRESA","74395574","COS-0011888 (Costeo)",""
"OS-0019651-6210-5-T-SHIRT MANGA CORTA",19651,"En Proceso","Bordado",800.0,40,"T-SHIRT MANGA CORTA",32000.0,"OP-Joe Hawkins 0006210","CARLOS ANDRES PEREZ CELIS","","07/11/2025","11/11/2025","","6210-5-T-SHIRT MANGA CORTA","Cristian Esguerra","Joe Hawkins","74392600","COS-0011539 (Costeo)",""
"OS-0019650-6327-17-POLO MANGA CORTA",19650,"Creado","Bordado",1350.0,1,"POLO MANGA CORTA",1350.0,"OP-NUTRESA 0006327","SEIIBA  SAS","","27/10/2025","28/10/2025","","6327-17-POLO MANGA CORTA","Cristian Esguerra","NUTRESA","74392009","COS-0011888 (Costeo)",""
"OS-0019649-6327-17-POLO MANGA CORTA",19649,"Finalizado","Bordado",1350.0,6,"POLO MANGA CORTA",8100.0,"OP-NUTRESA 0006327","SEIIBA  SAS","","27/10/2025","30/10/2025","","6327-17-POLO MANGA CORTA","Cristian Esguerra","NUTRESA","74391600","COS-0011888 (Costeo)",""
"OS-0019648-6327-16-POLO MANGA CORTA",19648,"Finalizado","Bordado",1350.0,16,"POLO MANGA CORTA",21600.0,"OP-NUTRESA 0006327","SEIIBA  SAS","","27/10/2025","30/10/2025","","6327-16-POLO MANGA CORTA","Cristian Esguerra","NUTRESA","74391379","COS-0011888 (Costeo)",""
"OS-0019647-6327-9-POLO MANGA CORTA",19647,"En Proceso","Bordado",1650.0,1420,"POLO MANGA CORTA",2343000.0,"OP-NUTRESA 0006327","CARLOS ANDRES PEREZ CELIS","","27/10/2025","30/10/2025","203168 FT. POLO MANGA CORTA BLANCO OPERARIO CORRAL TRADICIONAL GRUPO ACO DAMA.pdf","6327-9-POLO MANGA CORTA","Cristian Esguerra","NUTRESA","74391030","COS-0011888 (Costeo)",""
"OS-0019646-6327-8-POLO MANGA CORTA",19646,"En Proceso","Bordado",1650.0,1306,"POLO MANGA CORTA",2154900.0,"OP-NUTRESA 0006327","SEIIBA  SAS","","27/10/2025","30/10/2025","103217 FT. POLO MANGA CORTA BLANCO OPERARIO CORRAL TRADICIONAL GRUPO ACO HOMBRE.pdf","6327-8-POLO MANGA CORTA","Cristian Esguerra","NUTRESA","74390233","COS-0011888 (Costeo)",""
"OS-0019645-6297-4-Camibuzo",19645,"Creado","Estampado",2000.0,1577,"Camibuzo",3154000.0,"OP-TALMA COLOMBIA 0006297","","","25/10/2025","26/10/2025","103113 FT. POLO MANGA LARGA VERDE NEON TALMA HOMBRE (2).pdf","6297-4-Camibuzo","Cristian Esguerra","TALMA COLOMBIA","74327273","COS-0011808 (Costeo)",""
"OS-0019644-6297-4-Camibuzo",19644,"En Proceso","Estampado",2000.0,270,"Camibuzo",540000.0,"OP-TALMA COLOMBIA 0006297","LA CASA DEL REFLECTIVO SAS","","27/10/2025","30/10/2025","103113 FT. POLO MANGA LARGA VERDE NEON TALMA HOMBRE (2).pdf","6297-4-Camibuzo","Cristian Esguerra","TALMA COLOMBIA","74327110","COS-0011808 (Costeo)",""
"OS-0019643-6297-3-Camibuzo",19643,"En Proceso","Estampado",2000.0,76,"Camibuzo",152000.0,"OP-TALMA COLOMBIA 0006297","LA CASA DEL REFLECTIVO SAS","","27/10/2025","30/10/2025","103112 FT. POLO MANGA LARGA NARANJA TALMA HOMBRE.pdf","6297-3-Camibuzo","Cristian Esguerra","TALMA COLOMBIA","74326725","COS-0011808 (Costeo)",""
"OS-0019642-6327-14-Pantalón dotación",19642,"En Proceso","Confección",10000.0,405,"Pantalón dotación",4050000.0,"OP-NUTRESA 0006327","DIANA ARAMINTA ALEJO MORA","","28/10/2025","14/11/2025","108111 FT. PANTALÓN CALLE CAQUI OPERARIO DOMICILIARIO CORRAL TRADICIONAL GRUPO ACO HOMBRE (2).pdf","6327-14-Pantalón dotación","Cristian Esguerra","NUTRESA","74325362","COS-0011888 (Costeo)",""
"OS-0019641-6327-12-PANTALÓN  CALLE  DAMA",19641,"En Proceso","Confección",10000.0,318,"PANTALÓN  CALLE  DAMA",3180000.0,"OP-NUTRESA 0006327","CONFECCIONES ARISOF","","28/10/2025","14/11/2025","208108 FT. PANTALÓN CALLE CAQUI ADMINISTRADOR CORRAL TRADICIONAL GRUPO ACO DAMA.pdf","6327-12-PANTALÓN  CALLE  DAMA","Cristian Esguerra","NUTRESA","74324807","COS-0011888 (Costeo)",""
